week_start,week_end,Produit,Ville,Prix,Variation,Semaine,Source_File
2025-11-03,2025-11-09,Huile de coton (1 L),Porto-Novo,1133,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Huile de coton (1 L),Parakou,1100,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Huile de coton (1 L),Natitingou,1200,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Huile de coton (1 L),Bohicon,1200,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Huile de coton (1 L),Lokossa,1033,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Essence Kpayo (1 L),Cotonou,600,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Essence Kpayo (1 L),Porto-Novo,550,-3.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Essence Kpayo (1 L),Parakou,583,-2.8,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Essence Kpayo (1 L),Natitingou,617,-2.5,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Essence Kpayo (1 L),Bohicon,600,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Essence Kpayo (1 L),Lokossa,542,-2.9,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Gaz domestique (6Kg),Cotonou,4633,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Gaz domestique (6Kg),Porto-Novo,4700,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Gaz domestique (6Kg),Parakou,4667,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Gaz domestique (6Kg),Natitingou,4667,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Gaz domestique (6Kg),Bohicon,4667,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Gaz domestique (6Kg),Lokossa,4633,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,"Gaz domestique (12,5 KG)",Cotonou,10667,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,"Gaz domestique (12,5 KG)",Porto-Novo,10650,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,"Gaz domestique (12,5 KG)",Parakou,11313,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,"Gaz domestique (12,5 KG)",Natitingou,10650,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,"Gaz domestique (12,5 KG)",Bohicon,10480,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,"Gaz domestique (12,5 KG)",Lokossa,9983,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Chinchard congelé (Silvi) (1 KG),Cotonou,1600,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Chinchard congelé (Silvi) (1 KG),Porto-Novo,1233,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Chinchard congelé (Silvi) (1 KG),Parakou,1400,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Chinchard congelé (Silvi) (1 KG),Natitingou,1500,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Chinchard congelé (Silvi) (1 KG),Bohicon,1600,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Chinchard congelé (Silvi) (1 KG),Lokossa,1567,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Viande de b?uf sans os (1 KG),Cotonou,3500,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Viande de b?uf sans os (1 KG),Porto-Novo,2800,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Viande de b?uf sans os (1 KG),Parakou,2500,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Viande de b?uf sans os (1 KG),Natitingou,2000,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Viande de b?uf sans os (1 KG),Bohicon,2500,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Viande de b?uf sans os (1 KG),Lokossa,3000,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Viande de mouton (1 KG),Cotonou,3500,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Viande de mouton (1 KG),Porto-Novo,2800,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Viande de mouton (1 KG),Parakou,3000,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Viande de mouton (1 KG),Natitingou,2500,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Viande de mouton (1 KG),Bohicon,3000,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Viande de mouton (1 KG),Lokossa,3000,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Riz importé ??GINO?? (5 KG),Cotonou,6333,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Riz importé ??GINO?? (5 KG),Porto-Novo,5500,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Riz importé ??GINO?? (5 KG),Parakou,5933,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Riz importé ??GINO?? (5 KG),Natitingou,6000,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Riz importé ??GINO?? (5 KG),Bohicon,6000,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Riz importé ??GINO?? (5 KG),Lokossa,6233,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Lait concentré ??JAGO?? (1 KG),Cotonou,1500,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Lait concentré ??JAGO?? (1 KG),Porto-Novo,1400,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Lait concentré ??JAGO?? (1 KG),Parakou,1400,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Lait concentré ??JAGO?? (1 KG),Natitingou,1400,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Lait concentré ??JAGO?? (1 KG),Bohicon,1500,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Lait concentré ??JAGO?? (1 KG),Lokossa,1400,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Lait concentré ??Cèbon?? (1 KG),Cotonou,1300,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Lait concentré ??Cèbon?? (1 KG),Porto-Novo,1200,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Lait concentré ??Cèbon?? (1 KG),Parakou,1200,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Lait concentré ??Cèbon?? (1 KG),Natitingou,1200,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Lait concentré ??Cèbon?? (1 KG),Bohicon,1200,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Lait concentré ??Cèbon?? (1 KG),Lokossa,1200,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Farine de blé (1 KG),Cotonou,500,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Farine de blé (1 KG),Porto-Novo,533,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Farine de blé (1 KG),Parakou,483,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Farine de blé (1 KG),Natitingou,567,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Farine de blé (1 KG),Bohicon,500,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Farine de blé (1 KG),Lokossa,500,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Spaghetti ??Bonita?? (500 G),Cotonou,500,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Spaghetti ??Bonita?? (500 G),Porto-Novo,450,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Spaghetti ??Bonita?? (500 G),Parakou,500,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Spaghetti ??Bonita?? (500 G),Natitingou,450,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Spaghetti ??Bonita?? (500 G),Bohicon,450,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Spaghetti ??Bonita?? (500 G),Lokossa,425,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Ciment ??NOCIBE?? (1 tonne),Cotonou,84000,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Ciment ??NOCIBE?? (1 tonne),Porto-Novo,78000,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Ciment ??NOCIBE?? (1 tonne),Parakou,90000,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Ciment ??NOCIBE?? (1 tonne),Natitingou,90000,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Ciment ??NOCIBE?? (1 tonne),Bohicon,85000,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Ciment ??NOCIBE?? (1 tonne),Lokossa,82000,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Ciment ??SCB Lafarge?? (1 tonne),Cotonou,84000,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Ciment ??SCB Lafarge?? (1 tonne),Porto-Novo,78000,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Ciment ??SCB Lafarge?? (1 tonne),Parakou,90000,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Ciment ??SCB Lafarge?? (1 tonne),Natitingou,90000,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Ciment ??SCB Lafarge?? (1 tonne),Bohicon,85000,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Ciment ??SCB Lafarge?? (1 tonne),Lokossa,82000,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Fer à béton (barre de 8) (1 tonne),Cotonou,576667,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Fer à béton (barre de 8) (1 tonne),Porto-Novo,560000,-1.2,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Fer à béton (barre de 8) (1 tonne),Parakou,553333,-12.2,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Fer à béton (barre de 8) (1 tonne),Natitingou,600000,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Fer à béton (barre de 8) (1 tonne),Bohicon,600000,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Fer à béton (barre de 8) (1 tonne),Lokossa,571667,-4.7,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Fer à béton (barre de 10) (1 tonne),Cotonou,576667,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Fer à béton (barre de 10) (1 tonne),Porto-Novo,560000,-1.2,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Fer à béton (barre de 10) (1 tonne),Parakou,553333,-12.2,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Fer à béton (barre de 10) (1 tonne),Natitingou,600000,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Fer à béton (barre de 10) (1 tonne),Bohicon,600000,0.0,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-11-03,2025-11-09,Fer à béton (barre de 10) (1 tonne),Lokossa,571667,-4.7,03_au_09_Nov_2025,1. Prix_des_produits_du_03_au_09_Nov_2025_1e?re_Semaine.docx
2025-03-17,2025-03-23,Maïs séché en grains vendu au détail (1KG),Cotonou,296,0.0,17_au_23_mars_2025,3. Prix_des_produits_du_17_au_23_mars_2025_3e?me_Semaine.docx
2025-03-17,2025-03-23,Maïs séché en grains vendu au détail (1KG),Porto-Novo,289,0.0,17_au_23_mars_2025,3. Prix_des_produits_du_17_au_23_mars_2025_3e?me_Semaine.docx
2025-03-17,2025-03-23,Maïs séché en grains vendu au détail (1KG),Parakou,247,0.0,17_au_23_mars_2025,3. Prix_des_produits_du_17_au_23_mars_2025_3e?me_Semaine.docx
2025-03-17,2025-03-23,Maïs séché en grains vendu au détail (1KG),Natitingou,216,0.0,17_au_23_mars_2025,3. Prix_des_produits_du_17_au_23_mars_2025_3e?me_Semaine.docx
2025-03-17,2025-03-23,Maïs séché en grains vendu au détail (1KG),Bohicon,232,0.0,17_au_23_mars_2025,3. Prix_des_produits_du_17_au_23_mars_2025_3e?me_Semaine.docx
2025-03-17,2025-03-23,Maïs séché en grains vendu au détail (1KG),Lokossa,297,0.0,17_au_23_mars_2025,3. Prix_des_produits_du_17_au_23_mars_2025_3e?me_Semaine.docx
2025-03-17,2025-03-23,Riz en grains longs vendu au détail (1KG),Cotonou,639,0.0,17_au_23_mars_2025,3. Prix_des_produits_du_17_au_23_mars_2025_3e?me_Semaine.docx
2025-03-17,2025-03-23,Riz en grains longs vendu au détail (1KG),Porto-Novo,595,0.0,17_au_23_mars_2025,3. Prix_des_produits_du_17_au_23_mars_2025_3e?me_Semaine.docx
2025-03-17,2025-03-23,Riz en grains longs vendu au détail (1KG),Parakou,704,0.0,17_au_23_mars_2025,3. Prix_des_produits_du_17_au_23_mars_2025_3e?me_Semaine.docx
2025-03-17,2025-03-23,Riz en grains longs vendu au détail (1KG),Natitingou,596,0.0,17_au_23_mars_2025,3. Prix_des_produits_du_17_au_23_mars_2025_3e?me_Semaine.docx
2025-03-17,2025-03-23,Riz en grains longs vendu au détail (1KG),Bohicon,645,0.0,17_au_23_mars_2025,3. Prix_des_produits_du_17_au_23_mars_2025_3e?me_Semaine.docx
2025-03-17,2025-03-23,Riz en grains longs vendu au détail (1KG),Lokossa,579,0.0,17_au_23_mars_2025,3. Prix_des_produits_du_17_au_23_mars_2025_3e?me_Semaine.docx
2025-03-17,2025-03-23,Sorgho (1KG),Cotonou,548,0.0,17_au_23_mars_2025,3. Prix_des_produits_du_17_au_23_mars_2025_3e?me_Semaine.docx
2025-03-17,2025-03-23,Sorgho (1KG),Porto-Novo,433,0.0,17_au_23_mars_2025,3. Prix_des_produits_du_17_au_23_mars_2025_3e?me_Semaine.docx
2025-03-17,2025-03-23,Sorgho (1KG),Parakou,371,0.0,17_au_23_mars_2025,3. Prix_des_produits_du_17_au_23_mars_2025_3e?me_Semaine.docx
2025-03-17,2025-03-23,Sorgho (1KG),Natitingou,209,0.0,17_au_23_mars_2025,3. Prix_des_produits_du_17_au_23_mars_2025_3e?me_Semaine.docx
2025-03-17,2025-03-23,Sorgho (1KG),Bohicon,374,0.0,17_au_23_mars_2025,3. Prix_des_produits_du_17_au_23_mars_2025_3e?me_Semaine.docx
2025-03-17,2025-03-23,Sorgho (1KG),Lokossa,609,0.0,17_au_23_mars_2025,3. Prix_des_produits_du_17_au_23_mars_2025_3e?me_Semaine.docx
2025-03-17,2025-03-23,Mil (1KG),Cotonou,608,0.0,17_au_23_mars_2025,3. Prix_des_produits_du_17_au_23_mars_2025_3e?me_Semaine.docx
2025-03-17,2025-03-23,Mil (1KG),Porto-Novo,593,0.0,17_au_23_mars_2025,3. Prix_des_produits_du_17_au_23_mars_2025_3e?me_Semaine.docx
2025-03-17,2025-03-23,Mil (1KG),Parakou,506,0.0,17_au_23_mars_2025,3. Prix_des_produits_du_17_au_23_mars_2025_3e?me_Semaine.docx
2025-03-17,2025-03-23,Mil (1KG),Natitingou,307,0.0,17_au_23_mars_2025,3. Prix_des_produits_du_17_au_23_mars_2025_3e?me_Semaine.docx
2025-03-17,2025-03-23,Mil (1KG),Bohicon,425,0.0,17_au_23_mars_2025,3. Prix_des_produits_du_17_au_23_mars_2025_3e?me_Semaine.docx
2025-03-17,2025-03-23,Mil (1KG),Lokossa,689,0.0,17_au_23_mars_2025,3. Prix_des_produits_du_17_au_23_mars_2025_3e?me_Semaine.docx
2025-03-17,2025-03-23,Gari 2ème qualité (1 KG),Cotonou,425,0.0,17_au_23_mars_2025,3. Prix_des_produits_du_17_au_23_mars_2025_3e?me_Semaine.docx
2025-03-17,2025-03-23,Gari 2ème qualité (1 KG),Porto-Novo,389,0.0,17_au_23_mars_2025,3. Prix_des_produits_du_17_au_23_mars_2025_3e?me_Semaine.docx
2025-03-17,2025-03-23,Gari 2ème qualité (1 KG),Parakou,443,0.0,17_au_23_mars_2025,3. Prix_des_produits_du_17_au_23_mars_2025_3e?me_Semaine.docx
2025-03-17,2025-03-23,Gari 2ème qualité (1 KG),Natitingou,433,0.0,17_au_23_mars_2025,3. Prix_des_produits_du_17_au_23_mars_2025_3e?me_Semaine.docx
2025-03-17,2025-03-23,Gari 2ème qualité (1 KG),Bohicon,350,0.0,17_au_23_mars_2025,3. Prix_des_produits_du_17_au_23_mars_2025_3e?me_Semaine.docx
2025-03-17,2025-03-23,Gari 2ème qualité (1 KG),Lokossa,409,0.0,17_au_23_mars_2025,3. Prix_des_produits_du_17_au_23_mars_2025_3e?me_Semaine.docx
2025-03-17,2025-03-23,Sucre raffiné en poudre (1 KG),Cotonou,686,0.0,17_au_23_mars_2025,3. Prix_des_produits_du_17_au_23_mars_2025_3e?me_Semaine.docx
2025-03-17,2025-03-23,Sucre raffiné en poudre (1 KG),Porto-Novo,590,0.0,17_au_23_mars_2025,3. Prix_des_produits_du_17_au_23_mars_2025_3e?me_Semaine.docx
2025-03-17,2025-03-23,Sucre raffiné en poudre (1 KG),Parakou,601,0.0,17_au_23_mars_2025,3. Prix_des_produits_du_17_au_23_mars_2025_3e?me_Semaine.docx
2025-03-17,2025-03-23,Sucre raffiné en poudre (1 KG),Natitingou,653,0.0,17_au_23_mars_2025,3. Prix_des_produits_du_17_au_23_mars_2025_3e?me_Semaine.docx
2025-03-17,2025-03-23,Sucre raffiné en poudre (1 KG),Bohicon,596,0.0,17_au_23_mars_2025,3. Prix_des_produits_du_17_au_23_mars_2025_3e?me_Semaine.docx
2025-03-17,2025-03-23,Sucre raffiné en poudre (1 KG),Lokossa,889,0.0,17_au_23_mars_2025,3. Prix_des_produits_du_17_au_23_mars_2025_3e?me_Semaine.docx
2025-03-17,2025-03-23,Haricot blanc (1 KG),Cotonou,821,0.0,17_au_23_mars_2025,3. Prix_des_produits_du_17_au_23_mars_2025_3e?me_Semaine.docx
2025-03-17,2025-03-23,Haricot blanc (1 KG),Porto-Novo,657,0.0,17_au_23_mars_2025,3. Prix_des_produits_du_17_au_23_mars_2025_3e?me_Semaine.docx
2025-03-17,2025-03-23,Haricot blanc (1 KG),Parakou,917,0.0,17_au_23_mars_2025,3. Prix_des_produits_du_17_au_23_mars_2025_3e?me_Semaine.docx
2025-03-17,2025-03-23,Haricot blanc (1 KG),Natitingou,705,0.0,17_au_23_mars_2025,3. Prix_des_produits_du_17_au_23_mars_2025_3e?me_Semaine.docx
2025-03-17,2025-03-23,Haricot blanc (1 KG),Bohicon,646,0.0,17_au_23_mars_2025,3. Prix_des_produits_du_17_au_23_mars_2025_3e?me_Semaine.docx
2025-03-17,2025-03-23,Haricot blanc (1 KG),Lokossa,732,0.0,17_au_23_mars_2025,3. Prix_des_produits_du_17_au_23_mars_2025_3e?me_Semaine.docx
2025-03-17,2025-03-23,Ignames (1 KG),Cotonou,716,1.1,17_au_23_mars_2025,3. Prix_des_produits_du_17_au_23_mars_2025_3e?me_Semaine.docx
2025-03-17,2025-03-23,Ignames (1 KG),Porto-Novo,1110,2.2,17_au_23_mars_2025,3. Prix_des_produits_du_17_au_23_mars_2025_3e?me_Semaine.docx
2025-03-17,2025-03-23,Ignames (1 KG),Parakou,511,0.0,17_au_23_mars_2025,3. Prix_des_produits_du_17_au_23_mars_2025_3e?me_Semaine.docx
2025-03-17,2025-03-23,Ignames (1 KG),Natitingou,257,4.0,17_au_23_mars_2025,3. Prix_des_produits_du_17_au_23_mars_2025_3e?me_Semaine.docx
2025-03-17,2025-03-23,Ignames (1 KG),Bohicon,495,2.7,17_au_23_mars_2025,3. Prix_des_produits_du_17_au_23_mars_2025_3e?me_Semaine.docx
2025-03-17,2025-03-23,Ignames (1 KG),Lokossa,1118,2.3,17_au_23_mars_2025,3. Prix_des_produits_du_17_au_23_mars_2025_3e?me_Semaine.docx
2025-03-17,2025-03-23,Tomate fraiche (1 KG),Cotonou,402,8.9,17_au_23_mars_2025,3. Prix_des_produits_du_17_au_23_mars_2025_3e?me_Semaine.docx
2025-03-17,2025-03-23,Tomate fraiche (1 KG),Porto-Novo,484,0.0,17_au_23_mars_2025,3. Prix_des_produits_du_17_au_23_mars_2025_3e?me_Semaine.docx
2025-03-17,2025-03-23,Tomate fraiche (1 KG),Parakou,481,0.0,17_au_23_mars_2025,3. Prix_des_produits_du_17_au_23_mars_2025_3e?me_Semaine.docx
2025-03-17,2025-03-23,Tomate fraiche (1 KG),Natitingou,249,15.3,17_au_23_mars_2025,3. Prix_des_produits_du_17_au_23_mars_2025_3e?me_Semaine.docx
2025-03-17,2025-03-23,Tomate fraiche (1 KG),Bohicon,364,11.3,17_au_23_mars_2025,3. Prix_des_produits_du_17_au_23_mars_2025_3e?me_Semaine.docx
